Replay trajectory ( ref_x, ref_y, ref_z, ref_r, ref_p, ref_w, ref_x_dot, ref_y_dot, ref_z_dot, ref_r_dot, ref_p_dot, ref_w_dot, act_x, act_y, act_z, act_r, act_p, act_w, act_x_dot, act_y_dot, act_z_dot, act_r_dot, act_p_dot, act_w_dot )
0.2566092780,-0.1329305369,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2860144427,0.0040658275,1.0167295394,0.0002468001,-0.0050810777,-0.0000147662,0.0037712467,-0.1054105150,-0.0085743436,-0.0075079211,-0.0000989477,0.0000085382
0.2559560568,-0.1335080603,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2860471709,0.0030114804,1.0166437305,0.0001717055,-0.0050819703,-0.0000146815,0.0032728216,-0.1054347174,-0.0085808884,-0.0075094179,-0.0000892539,0.0000084894
0.2552983445,-0.1340762136,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2860749140,0.0019569648,1.0165578621,0.0000965951,-0.0050827763,-0.0000145972,0.0027743060,-0.1054515536,-0.0085868420,-0.0075110051,-0.0000806012,0.0000084406
0.2546361528,-0.1346349570,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2860976711,0.0009023546,1.0164719400,0.0000214803,-0.0050834854,-0.0000145133,0.0022757085,-0.1054610219,-0.0085922103,-0.0075114344,-0.0000709123,0.0000083922
0.2539694933,-0.1351842513,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2861154414,-0.0001522766,1.0163859700,-0.0000536399,-0.0050841081,-0.0000144298,0.0017770386,-0.1054631218,-0.0085970008,-0.0075119755,-0.0000622633,0.0000083440
0.2532983777,-0.1357240579,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2861282245,-0.0012068551,1.0162999578,-0.0001287537,-0.0050846339,-0.0000143468,0.0012783049,-0.1054578527,-0.0086012195,-0.0075113377,-0.0000525795,0.0000082961
0.2526228176,-0.1362543389,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2861360197,-0.0022613073,1.0162139090,-0.0002038624,-0.0050850732,-0.0000142643,0.0007795167,-0.1054452151,-0.0086048736,-0.0075108333,-0.0000439344,0.0000082483
0.2519428251,-0.1367750570,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2861388265,-0.0033155594,1.0161278293,-0.0002789542,-0.0050854157,-0.0000141822,0.0002806828,-0.1054252095,-0.0086079691,-0.0075091291,-0.0000342558,0.0000082009
0.2512584120,-0.1372861759,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2861366446,-0.0043695378,1.0160417242,-0.0003540304,-0.0050856718,-0.0000141006,-0.0002181875,-0.1053978374,-0.0086105132,-0.0075075797,-0.0000256147,0.0000081537
0.2505695904,-0.1377876595,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2861294738,-0.0054231688,1.0159555991,-0.0004290789,-0.0050858312,-0.0000140194,-0.0007170855,-0.1053631002,-0.0086125117,-0.0075048102,-0.0000159416,0.0000081068
0.2498763722,-0.1382794727,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2861173137,-0.0064763788,1.0158694594,-0.0005041015,-0.0050859042,-0.0000139388,-0.0012160019,-0.1053210007,-0.0086139717,-0.0075022167,-0.0000073047,0.0000080601
0.2491787698,-0.1387615810,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2861001645,-0.0075290942,1.0157833104,-0.0005790857,-0.0050858806,-0.0000138587,-0.0017149280,-0.1052715412,-0.0086148992,-0.0074983830,0.0000023627,0.0000080138
0.2484767952,-0.1392339505,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2860780259,-0.0085812414,1.0156971574,-0.0006540336,-0.0050857706,-0.0000137791,-0.0022138543,-0.1052147254,-0.0086153009,-0.0074947467,0.0000109952,0.0000079676
0.2477704609,-0.1396965481,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2860508982,-0.0096327470,1.0156110055,-0.0007289325,-0.0050855639,-0.0000137000,-0.0027127724,-0.1051505570,-0.0086151828,-0.0074898503,0.0000206565,0.0000079219
0.2470597793,-0.1401493414,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2860187815,-0.0106835374,1.0155248600,-0.0008037846,-0.0050852710,-0.0000136214,-0.0032116728,-0.1050790405,-0.0086145515,-0.0074851725,0.0000292844,0.0000078764
0.2463447627,-0.1405922984,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2859816760,-0.0117335392,1.0154387259,-0.0008785771,-0.0050848816,-0.0000135435,-0.0037105469,-0.1050001804,-0.0086134131,-0.0074792153,0.0000389394,0.0000078313
0.2456254238,-0.1410253882,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2859395821,-0.0127826790,1.0153526082,-0.0009533125,-0.0050844059,-0.0000134660,-0.0042093852,-0.1049139827,-0.0086117739,-0.0074734977,0.0000475624,0.0000077863
0.2449017752,-0.1414485804,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2858925004,-0.0138308836,1.0152665118,-0.0010279777,-0.0050838337,-0.0000133892,-0.0047081793,-0.1048204527,-0.0086096400,-0.0074664816,0.0000572107,0.0000077419
0.2441738296,-0.1418618452,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2858404312,-0.0148780796,1.0151804416,-0.0011025754,-0.0050831753,-0.0000133129,-0.0052069197,-0.1047195974,-0.0086070177,-0.0074597262,0.0000658286,0.0000076976
0.2434415996,-0.1422651536,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2857833752,-0.0159241938,1.0150944024,-0.0011770923,-0.0050824206,-0.0000132372,-0.0057055978,-0.1046114233,-0.0086039130,-0.0074516534,0.0000754698,0.0000076538
0.2427050983,-0.1426584774,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2857213331,-0.0169691532,1.0150083991,-0.0012515313,-0.0050815796,-0.0000131621,-0.0062042043,-0.1044959382,-0.0086003319,-0.0074438624,0.0000840822,0.0000076101
0.2419643385,-0.1430417890,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2856543058,-0.0180128847,1.0149224363,-0.0013258790,-0.0050806424,-0.0000130877,-0.0067027305,-0.1043731497,-0.0085962805,-0.0074347356,0.0000937159,0.0000075670
0.2412193332,-0.1434150613,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2855822942,-0.0190553153,1.0148365187,-0.0014001385,-0.0050796191,-0.0000130138,-0.0072011670,-0.1042430667,-0.0085917647,-0.0074259114,0.0001023225,0.0000075241
0.2404700955,-0.1437782684,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2855052991,-0.0200963723,1.0147506508,-0.0014742962,-0.0050784995,-0.0000129406,-0.0076995054,-0.1041056978,-0.0085867905,-0.0074157333,0.0001119483,0.0000074816
0.2397166385,-0.1441313845,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2854233217,-0.0211359828,1.0146648371,-0.0015483554,-0.0050772939,-0.0000128681,-0.0081977362,-0.1039610529,-0.0085813638,-0.0074058787,0.0001205487,0.0000074394
0.2389589754,-0.1444743850,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2853363632,-0.0221740743,1.0145790822,-0.0016223023,-0.0050759921,-0.0000127961,-0.0086958509,-0.1038091416,-0.0085754905,-0.0073946525,0.0001301662,0.0000073977
0.2381971196,-0.1448072458,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2852444248,-0.0232105740,1.0144933905,-0.0016961403,-0.0050746044,-0.0000127249,-0.0091938400,-0.1036499750,-0.0085691762,-0.0073837705,0.0001387600,0.0000073562
0.2374310844,-0.1451299436,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2851475079,-0.0242454096,1.0144077662,-0.0017698557,-0.0050731206,-0.0000126543,-0.0096916951,-0.1034835635,-0.0085624269,-0.0073714995,0.0001483687,0.0000073153
0.2366608832,-0.1454424556,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2850456138,-0.0252785088,1.0143222137,-0.0018434520,-0.0050715509,-0.0000125844,-0.0101894067,-0.1033099193,-0.0085552482,-0.0073595932,0.0001569556,0.0000072746
0.2358865296,-0.1457447599,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2849387442,-0.0263097994,1.0142367373,-0.0019169151,-0.0050698852,-0.0000125152,-0.0106869664,-0.1031290538,-0.0085476460,-0.0073462811,0.0001665549,0.0000072343
0.2351080372,-0.1460368354,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2848269005,-0.0273392092,1.0141513410,-0.0019902490,-0.0050681337,-0.0000124466,-0.0111843647,-0.1029409802,-0.0085396255,-0.0073333542,0.0001751345,0.0000071944
0.2343254196,-0.1463186616,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2847100846,-0.0283666663,1.0140660291,-0.0020634394,-0.0050662863,-0.0000123788,-0.0116815932,-0.1027457110,-0.0085311928,-0.0073190048,0.0001847240,0.0000071550
0.2335386905,-0.1465902185,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2845882982,-0.0293920989,1.0139808055,-0.0021364904,-0.0050643532,-0.0000123117,-0.0121786424,-0.1025432603,-0.0085223531,-0.0073050610,0.0001932957,0.0000071159
0.2327478637,-0.1468514873,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2844615431,-0.0304154353,1.0138956744,-0.0022093875,-0.0050623243,-0.0000122454,-0.0126755039,-0.1023336418,-0.0085131122,-0.0072896784,0.0002028749,0.0000070773
0.2319529532,-0.1471024495,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2843298214,-0.0314366040,1.0138106397,-0.0022821350,-0.0050602098,-0.0000121797,-0.0131721683,-0.1021168703,-0.0085034753,-0.0072747218,0.0002114383,0.0000070390
0.2311539728,-0.1473430876,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2841931352,-0.0324555336,1.0137257052,-0.0023547185,-0.0050579996,-0.0000121148,-0.0136686271,-0.1018929607,-0.0084934482,-0.0072583106,0.0002210067,0.0000070012
0.2303509367,-0.1475733846,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2840514864,-0.0334721529,1.0136408748,-0.0024271423,-0.0050557038,-0.0000120507,-0.0141648710,-0.1016619289,-0.0084830357,-0.0072423454,0.0002295614,0.0000069637
0.2295438588,-0.1477933245,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2839048775,-0.0344863908,1.0135561524,-0.0024993917,-0.0050533124,-0.0000119873,-0.0146608914,-0.1014237906,-0.0084722440,-0.0072249103,0.0002391183,0.0000069268
0.2287327533,-0.1480028916,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2837533107,-0.0354981764,1.0134715416,-0.0025714714,-0.0050508356,-0.0000119247,-0.0151566791,-0.1011785628,-0.0084610775,-0.0072079412,0.0002476638,0.0000068902
0.2279176345,-0.1482020715,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2835967885,-0.0365074391,1.0133870462,-0.0026433666,-0.0050482634,-0.0000118629,-0.0156522255,-0.1009262621,-0.0084495423,-0.0071894871,0.0002572088,0.0000068542
0.2270985167,-0.1483908499,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2834353133,-0.0375141081,1.0133026698,-0.0027150821,-0.0050456058,-0.0000118018,-0.0161475214,-0.1006669066,-0.0084376429,-0.0071715188,0.0002657446,0.0000068184
0.2262754142,-0.1485692139,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2832688877,-0.0385181133,1.0132184159,-0.0027866029,-0.0050428528,-0.0000117415,-0.0166425582,-0.1004005139,-0.0084253853,-0.0071520510,0.0002752770,0.0000067833
0.2254483415,-0.1487371507,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2830975144,-0.0395193843,1.0131342882,-0.0028579341,-0.0050400146,-0.0000116821,-0.0171373267,-0.1001271030,-0.0084127737,-0.0071330888,0.0002838026,0.0000067485
0.2246173131,-0.1488946486,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2829211962,-0.0405178512,1.0130502900,-0.0029290605,-0.0050370812,-0.0000116234,-0.0176318183,-0.0998466925,-0.0083998141,-0.0071126128,0.0002933219,0.0000067142
0.2237823436,-0.1490416966,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2827399360,-0.0415134442,1.0129664249,-0.0029999874,-0.0050340627,-0.0000115655,-0.0181260238,-0.0995593025,-0.0083865108,-0.0070926619,0.0003018367,0.0000066803
0.2229434476,-0.1491782843,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2825537367,-0.0425060938,1.0128826962,-0.0030706995,-0.0050309490,-0.0000115085,-0.0186199348,-0.0992649525,-0.0083728696,-0.0070711834,0.0003113423,0.0000066470
0.2221006399,-0.1493044022,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2823626012,-0.0434957304,1.0127991073,-0.0031412023,-0.0050277504,-0.0000114523,-0.0191135419,-0.0989636635,-0.0083588946,-0.0070502495,0.0003198459,0.0000066140
0.2212539352,-0.1494200414,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2821665329,-0.0444822850,1.0127156614,-0.0032114803,-0.0050244568,-0.0000113970,-0.0196068368,-0.0986554561,-0.0083445916,-0.0070277747,0.0003293372,0.0000065816
0.2204033484,-0.1495251937,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2819655348,-0.0454656885,1.0126323617,-0.0032815393,-0.0050210784,-0.0000113424,-0.0200998100,-0.0983403522,-0.0083299647,-0.0070058637,0.0003378290,0.0000065496
0.2195488944,-0.1496198519,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2817596102,-0.0464458722,1.0125492115,-0.0033513635,-0.0050176051,-0.0000112888,-0.0205924534,-0.0980183733,-0.0083150197,-0.0069823988,0.0003473053,0.0000065182
0.2186905882,-0.1497040093,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2815487627,-0.0474227676,1.0124662139,-0.0034209589,-0.0050140471,-0.0000112359,-0.0210847574,-0.0976895425,-0.0082997604,-0.0069595169,0.0003557848,0.0000064871
0.2178284449,-0.1497776599,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2813329955,-0.0483963065,1.0123833720,-0.0034903099,-0.0050103944,-0.0000111840,-0.0215767138,-0.0973538821,-0.0082841925,-0.0069350685,0.0003652456,0.0000064566
0.2169624796,-0.1498407986,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2811123124,-0.0493664206,1.0123006888,-0.0035594224,-0.0050066571,-0.0000111329,-0.0220683133,-0.0970114161,-0.0082683198,-0.0069112220,0.0003737122,0.0000064266
0.2160927075,-0.1498934209,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2808867169,-0.0503330423,1.0122181673,-0.0036282806,-0.0050028253,-0.0000110827,-0.0225595476,-0.0966621679,-0.0082521481,-0.0068857971,0.0003831568,0.0000063971
0.2152191438,-0.1499355232,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2806562128,-0.0512961039,1.0121358105,-0.0036968908,-0.0049989090,-0.0000110334,-0.0230504073,-0.0963061624,-0.0082356808,-0.0068609928,0.0003916100,0.0000063680
0.2143418039,-0.1499671025,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2804208040,-0.0522555382,1.0120536213,-0.0037652370,-0.0049948984,-0.0000109849,-0.0235408841,-0.0959434239,-0.0082189238,-0.0068345983,0.0004010377,0.0000063396
0.2134607032,-0.1499881566,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2801804943,-0.0532112779,1.0119716025,-0.0038333257,-0.0049908034,-0.0000109374,-0.0240309688,-0.0955739782,-0.0082018803,-0.0068088431,0.0004094769,0.0000063115
0.2125758571,-0.1499986841,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2799352878,-0.0541632565,1.0118897569,-0.0039011408,-0.0049866143,-0.0000108907,-0.0245206530,-0.0951978507,-0.0081845564,-0.0067814865,0.0004188873,0.0000062840
0.2116872811,-0.1499986841,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2796851885,-0.0551114071,1.0118080873,-0.0039686889,-0.0049823410,-0.0000108450,-0.0250099275,-0.0948150681,-0.0081669550,-0.0067547876,0.0004273119,0.0000062570
0.2107949909,-0.1499881566,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2794302007,-0.0560556637,1.0117265965,-0.0040359538,-0.0049779738,-0.0000108002,-0.0254987841,-0.0944256566,-0.0081490820,-0.0067264765,0.0004367042,0.0000062306
0.2098990022,-0.1499671025,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2791703285,-0.0569959601,1.0116452871,-0.0041029425,-0.0049735224,-0.0000107562,-0.0259872133,-0.0940296440,-0.0081309404,-0.0066988413,0.0004451137,0.0000062046
0.2089993305,-0.1499355232,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2789055765,-0.0579322307,1.0115641618,-0.0041696385,-0.0049689773,-0.0000107132,-0.0264752071,-0.0936270573,-0.0081125360,-0.0066695837,0.0004544873,0.0000061792
0.2080959917,-0.1498934209,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2786359489,-0.0588644100,1.0114832230,-0.0042360489,-0.0049643483,-0.0000106711,-0.0269627562,-0.0932179253,-0.0080938717,-0.0066410199,0.0004628811,0.0000061543
0.2071890018,-0.1498407986,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2783614504,-0.0597924327,1.0114024735,-0.0043021574,-0.0049596257,-0.0000106300,-0.0274498522,-0.0928022759,-0.0080749533,-0.0066108239,0.0004722353,0.0000061299
0.2062783764,-0.1497776599,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2780820855,-0.0607162341,1.0113219157,-0.0043679710,-0.0049548194,-0.0000105898,-0.0279364861,-0.0923801389,-0.0080557835,-0.0065813396,0.0004806128,0.0000061061
0.2053641318,-0.1497040093,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2777978590,-0.0616357495,1.0112415520,-0.0044334733,-0.0049499197,-0.0000105505,-0.0284226495,-0.0919515430,-0.0080363680,-0.0065502136,0.0004899470,0.0000060828
0.2044462838,-0.1496198519,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2775087757,-0.0625509147,1.0111613849,-0.0044986717,-0.0049449364,-0.0000105122,-0.0289083333,-0.0915165188,-0.0080167095,-0.0065198168,0.0004983076,0.0000060600
0.2035248486,-0.1495251937,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2772148404,-0.0634616657,1.0110814168,-0.0045635495,-0.0049398599,-0.0000104748,-0.0293935293,-0.0910750961,-0.0079968137,-0.0064877695,0.0005076211,0.0000060378
0.2025998424,-0.1494200414,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2769160581,-0.0643679388,1.0110016499,-0.0046281144,-0.0049347001,-0.0000104383,-0.0298782282,-0.0906273064,-0.0079766830,-0.0064564688,0.0005159644,0.0000060161
0.2016712814,-0.1493044022,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2766124339,-0.0652696706,1.0109220867,-0.0046923604,-0.0049294557,-0.0000104028,-0.0303624220,-0.0901731803,-0.0079563224,-0.0064245863,0.0005244110,0.0000059949
0.2007391819,-0.1491782843,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2763039729,-0.0661667980,1.0108427294,-0.0047562818,-0.0049241260,-0.0000103683,-0.0308461022,-0.0897127491,-0.0079357357,-0.0063921197,0.0005329556,0.0000059743
0.1998035602,-0.1490416966,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2759906803,-0.0670592585,1.0107635801,-0.0048198730,-0.0049187100,-0.0000103347,-0.0313292605,-0.0892460447,-0.0079149272,-0.0063591024,0.0005415723,0.0000059542
0.1988644328,-0.1488946486,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2756725614,-0.0679469895,1.0106846411,-0.0048831288,-0.0049132074,-0.0000103020,-0.0318118883,-0.0887730995,-0.0078939005,-0.0063255617,0.0005502410,0.0000059347
0.1979218161,-0.1487371507,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2753496216,-0.0688299290,1.0106059145,-0.0049460441,-0.0049076177,-0.0000102703,-0.0322939773,-0.0882939463,-0.0078726597,-0.0062915192,0.0005589462,0.0000059157
0.1969757267,-0.1485692139,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2750218664,-0.0697080151,1.0105274024,-0.0050086142,-0.0049019407,-0.0000102396,-0.0327755187,-0.0878086185,-0.0078512086,-0.0062569917,0.0005676759,0.0000058973
0.1960261812,-0.1483908499,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2746893014,-0.0705811866,1.0104491069,-0.0050708343,-0.0048961763,-0.0000102099,-0.0332565041,-0.0873171500,-0.0078295511,-0.0062219929,0.0005764211,0.0000058794
0.1950731962,-0.1482020715,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2743519321,-0.0714493824,1.0103710300,-0.0051326997,-0.0048903243,-0.0000101811,-0.0337369248,-0.0868195752,-0.0078076908,-0.0061865336,0.0005851749,0.0000058621
0.1941167885,-0.1480028916,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2740097644,-0.0723125417,1.0102931737,-0.0051942061,-0.0048843848,-0.0000101533,-0.0342167722,-0.0863159288,-0.0077856316,-0.0061506227,0.0005939319,0.0000058454
