# RoboFly trajectory generated from robognat simulator
# Trajectory type: circle
# Duration: 10.0s
# State format: x,y,z,vx,vy,vz,roll,pitch,omega_x,omega_y
0.106235,0.000000,0.149610,0.018454,0.000000,0.000624,0.008494,0.000000,0.000000,-0.003612
0.106328,0.000000,0.149613,0.018415,0.000000,0.000618,0.008476,0.000000,0.000000,-0.003603
0.106420,0.000000,0.149616,0.018376,0.000000,0.000613,0.008458,0.000000,0.000000,-0.003595
0.106512,0.000000,0.149619,0.018337,0.000000,0.000608,0.008440,0.000000,0.000000,-0.003587
0.106603,0.000000,0.149622,0.018298,0.000000,0.000603,0.008422,0.000000,0.000000,-0.003578
0.106695,0.000000,0.149625,0.018260,0.000000,0.000598,0.008404,0.000000,0.000000,-0.003570
0.106786,0.000000,0.149628,0.018221,0.000000,0.000593,0.008386,0.000000,0.000000,-0.003562
0.106877,0.000000,0.149631,0.018182,0.000000,0.000588,0.008368,0.000000,0.000000,-0.003553
0.106968,0.000000,0.149634,0.018144,0.000000,0.000583,0.008351,0.000000,0.000000,-0.003545
0.107059,0.000000,0.149637,0.018105,0.000000,0.000578,0.008333,0.000000,0.000000,-0.003537
0.107149,0.000000,0.149640,0.018067,0.000000,0.000573,0.008315,0.000000,0.000000,-0.003528
0.107240,0.000000,0.149643,0.018029,0.000000,0.000568,0.008298,0.000000,0.000000,-0.003520
0.107330,0.000000,0.149646,0.017991,0.000000,0.000563,0.008280,0.000000,0.000000,-0.003512
0.107420,0.000000,0.149648,0.017952,0.000000,0.000559,0.008262,0.000000,0.000000,-0.003503
0.107510,0.000000,0.149651,0.017914,0.000000,0.000554,0.008245,0.000000,0.000000,-0.003495
0.107599,0.000000,0.149654,0.017876,0.000000,0.000549,0.008227,0.000000,0.000000,-0.003487
0.107688,0.000000,0.149657,0.017839,0.000000,0.000545,0.008210,0.000000,0.000000,-0.003479
0.107778,0.000000,0.149659,0.017801,0.000000,0.000540,0.008193,0.000000,0.000000,-0.003471
0.107867,0.000000,0.149662,0.017763,0.000000,0.000536,0.008175,0.000000,0.000000,-0.003462
0.107955,0.000000,0.149665,0.017725,0.000000,0.000531,0.008158,0.000000,0.000000,-0.003454
0.108044,0.000000,0.149668,0.017688,0.000000,0.000527,0.008141,0.000000,0.000000,-0.003446
0.108133,0.000000,0.149670,0.017650,0.000000,0.000522,0.008123,0.000000,0.000000,-0.003438
0.108221,0.000000,0.149673,0.017613,0.000000,0.000518,0.008106,0.000000,0.000000,-0.003430
0.108309,0.000000,0.149675,0.017576,0.000000,0.000513,0.008089,0.000000,0.000000,-0.003422
0.108397,0.000000,0.149678,0.017538,0.000000,0.000509,0.008072,0.000000,0.000000,-0.003414
0.108484,0.000000,0.149680,0.017501,0.000000,0.000505,0.008055,0.000000,0.000000,-0.003406
0.108572,0.000000,0.149683,0.017464,0.000000,0.000501,0.008038,0.000000,0.000000,-0.003398
0.108659,0.000000,0.149686,0.017427,0.000000,0.000496,0.008021,0.000000,0.000000,-0.003390
0.108746,0.000000,0.149688,0.017390,0.000000,0.000492,0.008004,0.000000,0.000000,-0.003382
0.108833,0.000000,0.149690,0.017354,0.000000,0.000488,0.007987,0.000000,0.000000,-0.003375
0.108920,0.000000,0.149693,0.017317,0.000000,0.000484,0.007970,0.000000,0.000000,-0.003367
0.109007,0.000000,0.149695,0.017280,0.000000,0.000480,0.007953,0.000000,0.000000,-0.003359
0.109093,0.000000,0.149698,0.017243,0.000000,0.000476,0.007936,0.000000,0.000000,-0.003351
0.109179,0.000000,0.149700,0.017207,0.000000,0.000472,0.007920,0.000000,0.000000,-0.003344
0.109265,0.000000,0.149702,0.017171,0.000000,0.000468,0.007903,0.000000,0.000000,-0.003336
0.109351,0.000000,0.149705,0.017134,0.000000,0.000464,0.007886,0.000000,0.000000,-0.003328
0.109437,0.000000,0.149707,0.017098,0.000000,0.000460,0.007870,0.000000,0.000000,-0.003321
0.109522,0.000000,0.149709,0.017062,0.000000,0.000456,0.007853,0.000000,0.000000,-0.003313
0.109608,0.000000,0.149712,0.017026,0.000000,0.000453,0.007837,0.000000,0.000000,-0.003305
0.109693,0.000000,0.149714,0.016989,0.000000,0.000449,0.007820,0.000000,0.000000,-0.003298
0.109778,0.000000,0.149716,0.016954,0.000000,0.000445,0.007803,0.000000,0.000000,-0.003290
0.109863,0.000000,0.149718,0.016918,0.000000,0.000441,0.007787,0.000000,0.000000,-0.003283
0.109947,0.000000,0.149721,0.016882,0.000000,0.000438,0.007771,0.000000,0.000000,-0.003276
0.110032,0.000000,0.149723,0.016846,0.000000,0.000434,0.007754,0.000000,0.000000,-0.003268
0.110116,0.000000,0.149725,0.016810,0.000000,0.000430,0.007738,0.000000,0.000000,-0.003261
0.110200,0.000000,0.149727,0.016775,0.000000,0.000427,0.007722,0.000000,0.000000,-0.003253
0.110284,0.000000,0.149729,0.016739,0.000000,0.000423,0.007705,0.000000,0.000000,-0.003246
0.110367,0.000000,0.149731,0.016704,0.000000,0.000420,0.007689,0.000000,0.000000,-0.003239
0.110451,0.000000,0.149733,0.016669,0.000000,0.000416,0.007673,0.000000,0.000000,-0.003232
0.110534,0.000000,0.149736,0.016633,0.000000,0.000413,0.007657,0.000000,0.000000,-0.003225
0.110617,0.000000,0.149738,0.016598,0.000000,0.000409,0.007641,0.000000,0.000000,-0.003217
0.110700,0.000000,0.149740,0.016563,0.000000,0.000406,0.007625,0.000000,0.000000,-0.003210
0.110783,0.000000,0.149742,0.016528,0.000000,0.000403,0.007608,0.000000,0.000000,-0.003203
0.110866,0.000000,0.149744,0.016493,0.000000,0.000399,0.007592,0.000000,0.000000,-0.003196
0.110948,0.000000,0.149746,0.016458,0.000000,0.000396,0.007576,0.000000,0.000000,-0.003189
0.111031,0.000000,0.149748,0.016423,0.000000,0.000393,0.007561,0.000000,0.000000,-0.003182
0.111113,0.000000,0.149750,0.016389,0.000000,0.000389,0.007545,0.000000,0.000000,-0.003175
0.111195,0.000000,0.149752,0.016354,0.000000,0.000386,0.007529,0.000000,0.000000,-0.003168
0.111276,0.000000,0.149754,0.016320,0.000000,0.000383,0.007513,0.000000,0.000000,-0.003161
0.111358,0.000000,0.149755,0.016285,0.000000,0.000380,0.007497,0.000000,0.000000,-0.003154
0.111439,0.000000,0.149757,0.016251,0.000000,0.000377,0.007481,0.000000,0.000000,-0.003147
0.111521,0.000000,0.149759,0.016216,0.000000,0.000373,0.007466,0.000000,0.000000,-0.003141
0.111602,0.000000,0.149761,0.016182,0.000000,0.000370,0.007450,0.000000,0.000000,-0.003134
0.111683,0.000000,0.149763,0.016148,0.000000,0.000367,0.007434,0.000000,0.000000,-0.003127
0.111763,0.000000,0.149765,0.016114,0.000000,0.000364,0.007419,0.000000,0.000000,-0.003120
0.111844,0.000000,0.149767,0.016080,0.000000,0.000361,0.007403,0.000000,0.000000,-0.003114
0.111924,0.000000,0.149768,0.016046,0.000000,0.000358,0.007387,0.000000,0.000000,-0.003107
0.112005,0.000000,0.149770,0.016012,0.000000,0.000355,0.007372,0.000000,0.000000,-0.003100
0.112085,0.000000,0.149772,0.015978,0.000000,0.000352,0.007356,0.000000,0.000000,-0.003094
0.112165,0.000000,0.149774,0.015944,0.000000,0.000349,0.007341,0.000000,0.000000,-0.003087
0.112244,0.000000,0.149775,0.015911,0.000000,0.000346,0.007325,0.000000,0.000000,-0.003080
0.112324,0.000000,0.149777,0.015877,0.000000,0.000344,0.007310,0.000000,0.000000,-0.003074
0.112403,0.000000,0.149779,0.015843,0.000000,0.000341,0.007295,0.000000,0.000000,-0.003067
0.112482,0.000000,0.149781,0.015810,0.000000,0.000338,0.007279,0.000000,0.000000,-0.003061
0.112562,0.000000,0.149782,0.015777,0.000000,0.000335,0.007264,0.000000,0.000000,-0.003054
0.112640,0.000000,0.149784,0.015743,0.000000,0.000332,0.007249,0.000000,0.000000,-0.003048
0.112719,0.000000,0.149786,0.015710,0.000000,0.000330,0.007234,0.000000,0.000000,-0.003041
0.112798,0.000000,0.149787,0.015677,0.000000,0.000327,0.007218,0.000000,0.000000,-0.003035
0.112876,0.000000,0.149789,0.015644,0.000000,0.000324,0.007203,0.000000,0.000000,-0.003029
0.112954,0.000000,0.149791,0.015611,0.000000,0.000322,0.007188,0.000000,0.000000,-0.003022
0.113032,0.000000,0.149792,0.015578,0.000000,0.000319,0.007173,0.000000,0.000000,-0.003016
0.113110,0.000000,0.149794,0.015545,0.000000,0.000316,0.007158,0.000000,0.000000,-0.003010
0.113188,0.000000,0.149795,0.015512,0.000000,0.000314,0.007143,0.000000,0.000000,-0.003003
0.113266,0.000000,0.149797,0.015480,0.000000,0.000311,0.007128,0.000000,0.000000,-0.002997
0.113343,0.000000,0.149798,0.015447,0.000000,0.000308,0.007113,0.000000,0.000000,-0.002991
0.113420,0.000000,0.149800,0.015414,0.000000,0.000306,0.007098,0.000000,0.000000,-0.002985
0.113497,0.000000,0.149802,0.015382,0.000000,0.000303,0.007083,0.000000,0.000000,-0.002978
0.113574,0.000000,0.149803,0.015349,0.000000,0.000301,0.007068,0.000000,0.000000,-0.002972
0.113651,0.000000,0.149805,0.015317,0.000000,0.000298,0.007053,0.000000,0.000000,-0.002966
0.113727,0.000000,0.149806,0.015285,0.000000,0.000296,0.007038,0.000000,0.000000,-0.002960
0.113804,0.000000,0.149808,0.015253,0.000000,0.000294,0.007024,0.000000,0.000000,-0.002954
0.113880,0.000000,0.149809,0.015220,0.000000,0.000291,0.007009,0.000000,0.000000,-0.002948
0.113956,0.000000,0.149810,0.015188,0.000000,0.000289,0.006994,0.000000,0.000000,-0.002941
0.114032,0.000000,0.149812,0.015156,0.000000,0.000286,0.006979,0.000000,0.000000,-0.002935
0.114108,0.000000,0.149813,0.015124,0.000000,0.000284,0.006965,0.000000,0.000000,-0.002929
0.114184,0.000000,0.149815,0.015092,0.000000,0.000282,0.006950,0.000000,0.000000,-0.002923
0.114259,0.000000,0.149816,0.015061,0.000000,0.000279,0.006935,0.000000,0.000000,-0.002917
0.114334,0.000000,0.149818,0.015029,0.000000,0.000277,0.006921,0.000000,0.000000,-0.002911
0.114410,0.000000,0.149819,0.014997,0.000000,0.000275,0.006906,0.000000,0.000000,-0.002905
0.114484,0.000000,0.149820,0.014966,0.000000,0.000273,0.006892,0.000000,0.000000,-0.002899
0.114559,0.000000,0.149822,0.014934,0.000000,0.000270,0.006877,0.000000,0.000000,-0.002893
0.114634,0.000000,0.149823,0.014903,0.000000,0.000268,0.006863,0.000000,0.000000,-0.002887
0.114709,0.000000,0.149824,0.014871,0.000000,0.000266,0.006848,0.000000,0.000000,-0.002881
0.114783,0.000000,0.149826,0.014840,0.000000,0.000264,0.006834,0.000000,0.000000,-0.002875
0.114857,0.000000,0.149827,0.014809,0.000000,0.000262,0.006820,0.000000,0.000000,-0.002869
0.114931,0.000000,0.149828,0.014777,0.000000,0.000259,0.006805,0.000000,0.000000,-0.002863
0.115005,0.000000,0.149830,0.014746,0.000000,0.000257,0.006791,0.000000,0.000000,-0.002858
0.115079,0.000000,0.149831,0.014715,0.000000,0.000255,0.006777,0.000000,0.000000,-0.002852
0.115152,0.000000,0.149832,0.014684,0.000000,0.000253,0.006762,0.000000,0.000000,-0.002846
0.115226,0.000000,0.149833,0.014653,0.000000,0.000251,0.006748,0.000000,0.000000,-0.002840
0.115299,0.000000,0.149835,0.014622,0.000000,0.000249,0.006734,0.000000,0.000000,-0.002834
0.115372,0.000000,0.149836,0.014592,0.000000,0.000247,0.006720,0.000000,0.000000,-0.002828
0.115445,0.000000,0.149837,0.014561,0.000000,0.000245,0.006706,0.000000,0.000000,-0.002822
0.115518,0.000000,0.149838,0.014530,0.000000,0.000243,0.006691,0.000000,0.000000,-0.002817
0.115591,0.000000,0.149840,0.014500,0.000000,0.000241,0.006677,0.000000,0.000000,-0.002811
0.115663,0.000000,0.149841,0.014469,0.000000,0.000239,0.006663,0.000000,0.000000,-0.002805
0.115735,0.000000,0.149842,0.014438,0.000000,0.000237,0.006649,0.000000,0.000000,-0.002799
0.115808,0.000000,0.149843,0.014408,0.000000,0.000235,0.006635,0.000000,0.000000,-0.002793
0.115880,0.000000,0.149844,0.014378,0.000000,0.000233,0.006621,0.000000,0.000000,-0.002788
0.115951,0.000000,0.149846,0.014347,0.000000,0.000231,0.006607,0.000000,0.000000,-0.002782
0.116023,0.000000,0.149847,0.014317,0.000000,0.000229,0.006594,0.000000,0.000000,-0.002776
0.116095,0.000000,0.149848,0.014287,0.000000,0.000228,0.006580,0.000000,0.000000,-0.002771
0.116166,0.000000,0.149849,0.014257,0.000000,0.000226,0.006566,0.000000,0.000000,-0.002765
0.116238,0.000000,0.149850,0.014227,0.000000,0.000224,0.006552,0.000000,0.000000,-0.002759
0.116309,0.000000,0.149851,0.014197,0.000000,0.000222,0.006538,0.000000,0.000000,-0.002753
0.116380,0.000000,0.149852,0.014167,0.000000,0.000220,0.006524,0.000000,0.000000,-0.002748
0.116450,0.000000,0.149853,0.014137,0.000000,0.000219,0.006511,0.000000,0.000000,-0.002742
0.116521,0.000000,0.149855,0.014107,0.000000,0.000217,0.006497,0.000000,0.000000,-0.002736
0.116592,0.000000,0.149856,0.014078,0.000000,0.000215,0.006483,0.000000,0.000000,-0.002731
0.116662,0.000000,0.149857,0.014048,0.000000,0.000213,0.006470,0.000000,0.000000,-0.002725
0.116732,0.000000,0.149858,0.014018,0.000000,0.000212,0.006456,0.000000,0.000000,-0.002719
0.116802,0.000000,0.149859,0.013989,0.000000,0.000210,0.006442,0.000000,0.000000,-0.002714
0.116872,0.000000,0.149860,0.013959,0.000000,0.000208,0.006429,0.000000,0.000000,-0.002708
0.116942,0.000000,0.149861,0.013930,0.000000,0.000206,0.006415,0.000000,0.000000,-0.002703
0.117012,0.000000,0.149862,0.013901,0.000000,0.000205,0.006402,0.000000,0.000000,-0.002697
0.117081,0.000000,0.149863,0.013871,0.000000,0.000203,0.006388,0.000000,0.000000,-0.002691
0.117151,0.000000,0.149864,0.013842,0.000000,0.000201,0.006375,0.000000,0.000000,-0.002686
0.117220,0.000000,0.149865,0.013813,0.000000,0.000200,0.006361,0.000000,0.000000,-0.002680
0.117289,0.000000,0.149866,0.013784,0.000000,0.000198,0.006348,0.000000,0.000000,-0.002675
0.117358,0.000000,0.149867,0.013755,0.000000,0.000197,0.006335,0.000000,0.000000,-0.002669
0.117427,0.000000,0.149868,0.013726,0.000000,0.000195,0.006321,0.000000,0.000000,-0.002664
0.117495,0.000000,0.149869,0.013697,0.000000,0.000193,0.006308,0.000000,0.000000,-0.002658
0.117564,0.000000,0.149870,0.013668,0.000000,0.000192,0.006295,0.000000,0.000000,-0.002653
0.117632,0.000000,0.149871,0.013639,0.000000,0.000190,0.006281,0.000000,0.000000,-0.002647
0.117700,0.000000,0.149872,0.013611,0.000000,0.000189,0.006268,0.000000,0.000000,-0.002642
0.117768,0.000000,0.149873,0.013582,0.000000,0.000187,0.006255,0.000000,0.000000,-0.002636
0.117836,0.000000,0.149874,0.013553,0.000000,0.000186,0.006242,0.000000,0.000000,-0.002631
0.117904,0.000000,0.149875,0.013525,0.000000,0.000184,0.006229,0.000000,0.000000,-0.002625
0.117972,0.000000,0.149876,0.013496,0.000000,0.000183,0.006215,0.000000,0.000000,-0.002620
0.118039,0.000000,0.149876,0.013468,0.000000,0.000181,0.006202,0.000000,0.000000,-0.002614
0.118106,0.000000,0.149877,0.013439,0.000000,0.000180,0.006189,0.000000,0.000000,-0.002609
0.118174,0.000000,0.149878,0.013411,0.000000,0.000178,0.006176,0.000000,0.000000,-0.002603
0.118241,0.000000,0.149879,0.013383,0.000000,0.000177,0.006163,0.000000,0.000000,-0.002598
0.118308,0.000000,0.149880,0.013355,0.000000,0.000176,0.006150,0.000000,0.000000,-0.002592
0.118374,0.000000,0.149881,0.013327,0.000000,0.000174,0.006137,0.000000,0.000000,-0.002587
0.118441,0.000000,0.149882,0.013298,0.000000,0.000173,0.006124,0.000000,0.000000,-0.002582
0.118508,0.000000,0.149883,0.013270,0.000000,0.000171,0.006111,0.000000,0.000000,-0.002576
0.118574,0.000000,0.149884,0.013243,0.000000,0.000170,0.006099,0.000000,0.000000,-0.002571
0.118640,0.000000,0.149884,0.013215,0.000000,0.000169,0.006086,0.000000,0.000000,-0.002565
0.118706,0.000000,0.149885,0.013187,0.000000,0.000167,0.006073,0.000000,0.000000,-0.002560
0.118772,0.000000,0.149886,0.013159,0.000000,0.000166,0.006060,0.000000,0.000000,-0.002555
0.118838,0.000000,0.149887,0.013131,0.000000,0.000165,0.006047,0.000000,0.000000,-0.002549
0.118904,0.000000,0.149888,0.013104,0.000000,0.000163,0.006035,0.000000,0.000000,-0.002544
0.118969,0.000000,0.149889,0.013076,0.000000,0.000162,0.006022,0.000000,0.000000,-0.002539
0.119034,0.000000,0.149889,0.013048,0.000000,0.000161,0.006009,0.000000,0.000000,-0.002533
0.119100,0.000000,0.149890,0.013021,0.000000,0.000159,0.005997,0.000000,0.000000,-0.002528
0.119165,0.000000,0.149891,0.012993,0.000000,0.000158,0.005984,0.000000,0.000000,-0.002523
0.119230,0.000000,0.149892,0.012966,0.000000,0.000157,0.005971,0.000000,0.000000,-0.002517
0.119295,0.000000,0.149893,0.012939,0.000000,0.000156,0.005959,0.000000,0.000000,-0.002512
0.119359,0.000000,0.149893,0.012912,0.000000,0.000154,0.005946,0.000000,0.000000,-0.002507
0.119424,0.000000,0.149894,0.012884,0.000000,0.000153,0.005934,0.000000,0.000000,-0.002501
0.119488,0.000000,0.149895,0.012857,0.000000,0.000152,0.005921,0.000000,0.000000,-0.002496
0.119553,0.000000,0.149896,0.012830,0.000000,0.000151,0.005909,0.000000,0.000000,-0.002491
0.119617,0.000000,0.149896,0.012803,0.000000,0.000150,0.005896,0.000000,0.000000,-0.002486
0.119681,0.000000,0.149897,0.012776,0.000000,0.000148,0.005884,0.000000,0.000000,-0.002480
0.119745,0.000000,0.149898,0.012749,0.000000,0.000147,0.005871,0.000000,0.000000,-0.002475
0.119808,0.000000,0.149899,0.012722,0.000000,0.000146,0.005859,0.000000,0.000000,-0.002470
0.119872,0.000000,0.149899,0.012695,0.000000,0.000145,0.005847,0.000000,0.000000,-0.002465
0.119935,0.000000,0.149900,0.012669,0.000000,0.000144,0.005834,0.000000,0.000000,-0.002460
0.119999,0.000000,0.149901,0.012642,0.000000,0.000143,0.005822,0.000000,0.000000,-0.002454
0.120062,0.000000,0.149901,0.012615,0.000000,0.000141,0.005810,0.000000,0.000000,-0.002449
0.120125,0.000000,0.149902,0.012589,0.000000,0.000140,0.005797,0.000000,0.000000,-0.002444
0.120188,0.000000,0.149903,0.012562,0.000000,0.000139,0.005785,0.000000,0.000000,-0.002439
0.120251,0.000000,0.149904,0.012536,0.000000,0.000138,0.005773,0.000000,0.000000,-0.002434
0.120313,0.000000,0.149904,0.012509,0.000000,0.000137,0.005761,0.000000,0.000000,-0.002429
0.120376,0.000000,0.149905,0.012483,0.000000,0.000136,0.005749,0.000000,0.000000,-0.002423
0.120438,0.000000,0.149906,0.012457,0.000000,0.000135,0.005737,0.000000,0.000000,-0.002418
0.120501,0.000000,0.149906,0.012430,0.000000,0.000134,0.005724,0.000000,0.000000,-0.002413
0.120563,0.000000,0.149907,0.012404,0.000000,0.000133,0.005712,0.000000,0.000000,-0.002408
0.120625,0.000000,0.149908,0.012378,0.000000,0.000132,0.005700,0.000000,0.000000,-0.002403
0.120687,0.000000,0.149908,0.012352,0.000000,0.000131,0.005688,0.000000,0.000000,-0.002398
0.120749,0.000000,0.149909,0.012326,0.000000,0.000130,0.005676,0.000000,0.000000,-0.002393
0.120810,0.000000,0.149910,0.012300,0.000000,0.000129,0.005664,0.000000,0.000000,-0.002388
0.120872,0.000000,0.149910,0.012274,0.000000,0.000128,0.005652,0.000000,0.000000,-0.002383
0.120933,0.000000,0.149911,0.012248,0.000000,0.000127,0.005641,0.000000,0.000000,-0.002378
0.120994,0.000000,0.149912,0.012222,0.000000,0.000126,0.005629,0.000000,0.000000,-0.002373
0.121055,0.000000,0.149912,0.012197,0.000000,0.000125,0.005617,0.000000,0.000000,-0.002368
0.121116,0.000000,0.149913,0.012171,0.000000,0.000124,0.005605,0.000000,0.000000,-0.002363
0.121177,0.000000,0.149913,0.012145,0.000000,0.000123,0.005593,0.000000,0.000000,-0.002358
0.121238,0.000000,0.149914,0.012120,0.000000,0.000122,0.005581,0.000000,0.000000,-0.002353
0.121299,0.000000,0.149915,0.012094,0.000000,0.000121,0.005570,0.000000,0.000000,-0.002348
0.121359,0.000000,0.149915,0.012069,0.000000,0.000120,0.005558,0.000000,0.000000,-0.002343
0.121419,0.000000,0.149916,0.012043,0.000000,0.000119,0.005546,0.000000,0.000000,-0.002338
0.121480,0.000000,0.149916,0.012018,0.000000,0.000118,0.005534,0.000000,0.000000,-0.002333
0.121540,0.000000,0.149917,0.011992,0.000000,0.000117,0.005523,0.000000,0.000000,-0.002328
0.121600,0.000000,0.149918,0.011967,0.000000,0.000116,0.005511,0.000000,0.000000,-0.002323
0.121659,0.000000,0.149918,0.011942,0.000000,0.000115,0.005500,0.000000,0.000000,-0.002318
0.121719,0.000000,0.149919,0.011917,0.000000,0.000114,0.005488,0.000000,0.000000,-0.002313
0.121779,0.000000,0.149919,0.011892,0.000000,0.000113,0.005476,0.000000,0.000000,-0.002308
0.121838,0.000000,0.149920,0.011867,0.000000,0.000113,0.005465,0.000000,0.000000,-0.002303
0.121898,0.000000,0.149920,0.011842,0.000000,0.000112,0.005453,0.000000,0.000000,-0.002298
0.121957,0.000000,0.149921,0.011817,0.000000,0.000111,0.005442,0.000000,0.000000,-0.002294
0.122016,0.000000,0.149922,0.011792,0.000000,0.000110,0.005430,0.000000,0.000000,-0.002289
0.122075,0.000000,0.149922,0.011767,0.000000,0.000109,0.005419,0.000000,0.000000,-0.002284
0.122134,0.000000,0.149923,0.011742,0.000000,0.000108,0.005408,0.000000,0.000000,-0.002279
0.122192,0.000000,0.149923,0.011717,0.000000,0.000107,0.005396,0.000000,0.000000,-0.002274
0.122251,0.000000,0.149924,0.011693,0.000000,0.000107,0.005385,0.000000,0.000000,-0.002269
0.122309,0.000000,0.149924,0.011668,0.000000,0.000106,0.005373,0.000000,0.000000,-0.002265
0.122368,0.000000,0.149925,0.011643,0.000000,0.000105,0.005362,0.000000,0.000000,-0.002260
0.122426,0.000000,0.149925,0.011619,0.000000,0.000104,0.005351,0.000000,0.000000,-0.002255
0.122484,0.000000,0.149926,0.011594,0.000000,0.000103,0.005340,0.000000,0.000000,-0.002250
0.122542,0.000000,0.149926,0.011570,0.000000,0.000102,0.005328,0.000000,0.000000,-0.002245
0.122600,0.000000,0.149927,0.011545,0.000000,0.000102,0.005317,0.000000,0.000000,-0.002241
0.122658,0.000000,0.149927,0.011521,0.000000,0.000101,0.005306,0.000000,0.000000,-0.002236
0.122715,0.000000,0.149928,0.011497,0.000000,0.000100,0.005295,0.000000,0.000000,-0.002231
0.122773,0.000000,0.149928,0.011473,0.000000,0.000099,0.005283,0.000000,0.000000,-0.002227
0.122830,0.000000,0.149929,0.011448,0.000000,0.000099,0.005272,0.000000,0.000000,-0.002222
0.122887,0.000000,0.149929,0.011424,0.000000,0.000098,0.005261,0.000000,0.000000,-0.002217
0.122944,0.000000,0.149930,0.011400,0.000000,0.000097,0.005250,0.000000,0.000000,-0.002212
0.123001,0.000000,0.149930,0.011376,0.000000,0.000096,0.005239,0.000000,0.000000,-0.002208
0.123058,0.000000,0.149931,0.011352,0.000000,0.000096,0.005228,0.000000,0.000000,-0.002203
0.123115,0.000000,0.149931,0.011328,0.000000,0.000095,0.005217,0.000000,0.000000,-0.002198
0.123172,0.000000,0.149932,0.011304,0.000000,0.000094,0.005206,0.000000,0.000000,-0.002194
0.123228,0.000000,0.149932,0.011281,0.000000,0.000093,0.005195,0.000000,0.000000,-0.002189
0.123285,0.000000,0.149933,0.011257,0.000000,0.000093,0.005184,0.000000,0.000000,-0.002184
0.123341,0.000000,0.149933,0.011233,0.000000,0.000092,0.005173,0.000000,0.000000,-0.002180
0.123397,0.000000,0.149934,0.011209,0.000000,0.000091,0.005162,0.000000,0.000000,-0.002175
0.123453,0.000000,0.149934,0.011186,0.000000,0.000091,0.005151,0.000000,0.000000,-0.002171
0.123509,0.000000,0.149935,0.011162,0.000000,0.000090,0.005141,0.000000,0.000000,-0.002166
0.123565,0.000000,0.149935,0.011139,0.000000,0.000089,0.005130,0.000000,0.000000,-0.002161
0.123621,0.000000,0.149935,0.011115,0.000000,0.000088,0.005119,0.000000,0.000000,-0.002157
0.123676,0.000000,0.149936,0.011092,0.000000,0.000088,0.005108,0.000000,0.000000,-0.002152
0.123732,0.000000,0.149936,0.011068,0.000000,0.000087,0.005097,0.000000,0.000000,-0.002148
0.123787,0.000000,0.149937,0.011045,0.000000,0.000086,0.005087,0.000000,0.000000,-0.002143
0.123842,0.000000,0.149937,0.011022,0.000000,0.000086,0.005076,0.000000,0.000000,-0.002139
0.123897,0.000000,0.149938,0.010999,0.000000,0.000085,0.005065,0.000000,0.000000,-0.002134
0.123952,0.000000,0.149938,0.010975,0.000000,0.000085,0.005055,0.000000,0.000000,-0.002130
0.124007,0.000000,0.149938,0.010952,0.000000,0.000084,0.005044,0.000000,0.000000,-0.002125
0.124062,0.000000,0.149939,0.010929,0.000000,0.000083,0.005033,0.000000,0.000000,-0.002121
0.124117,0.000000,0.149939,0.010906,0.000000,0.000083,0.005023,0.000000,0.000000,-0.002116
0.124171,0.000000,0.149940,0.010883,0.000000,0.000082,0.005012,0.000000,0.000000,-0.002112
0.124226,0.000000,0.149940,0.010860,0.000000,0.000081,0.005002,0.000000,0.000000,-0.002107
0.124280,0.000000,0.149941,0.010837,0.000000,0.000081,0.004991,0.000000,0.000000,-0.002103
0.124334,0.000000,0.149941,0.010815,0.000000,0.000080,0.004981,0.000000,0.000000,-0.002098
0.124388,0.000000,0.149941,0.010792,0.000000,0.000079,0.004970,0.000000,0.000000,-0.002094
0.124442,0.000000,0.149942,0.010769,0.000000,0.000079,0.004960,0.000000,0.000000,-0.002090
0.124496,0.000000,0.149942,0.010746,0.000000,0.000078,0.004949,0.000000,0.000000,-0.002085
0.124550,0.000000,0.149943,0.010724,0.000000,0.000078,0.004939,0.000000,0.000000,-0.002081
0.124603,0.000000,0.149943,0.010701,0.000000,0.000077,0.004928,0.000000,0.000000,-0.002076
0.124657,0.000000,0.149943,0.010679,0.000000,0.000077,0.004918,0.000000,0.000000,-0.002072
0.124710,0.000000,0.149944,0.010656,0.000000,0.000076,0.004908,0.000000,0.000000,-0.002068
0.124763,0.000000,0.149944,0.010634,0.000000,0.000075,0.004897,0.000000,0.000000,-0.002063
0.124817,0.000000,0.149944,0.010611,0.000000,0.000075,0.004887,0.000000,0.000000,-0.002059
0.124870,0.000000,0.149945,0.010589,0.000000,0.000074,0.004877,0.000000,0.000000,-0.002055
0.124923,0.000000,0.149945,0.010566,0.000000,0.000074,0.004866,0.000000,0.000000,-0.002050
0.124975,0.000000,0.149946,0.010544,0.000000,0.000073,0.004856,0.000000,0.000000,-0.002046
0.125028,0.000000,0.149946,0.010522,0.000000,0.000073,0.004846,0.000000,0.000000,-0.002042
0.125081,0.000000,0.149946,0.010500,0.000000,0.000072,0.004836,0.000000,0.000000,-0.002037
0.125133,0.000000,0.149947,0.010478,0.000000,0.000071,0.004825,0.000000,0.000000,-0.002033
0.125186,0.000000,0.149947,0.010456,0.000000,0.000071,0.004815,0.000000,0.000000,-0.002029
0.125238,0.000000,0.149947,0.010434,0.000000,0.000070,0.004805,0.000000,0.000000,-0.002024
0.125290,0.000000,0.149948,0.010412,0.000000,0.000070,0.004795,0.000000,0.000000,-0.002020
